Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
8735179,10281,Female,Loyal Customer,47,Business travel,Eco,902,0,2,4,4,0,1,3,3,1,1,3,2,3,0,5,28.0,neutral or dissatisfied
13793512,6166,Female,disloyal Customer,17,Business travel,Business,283,0,0,0,3,3,0,3,3,3,3,4,3,4,3,0,0.0,satisfied
11445405,3386,Male,disloyal Customer,34,Business travel,Eco,790,4,4,4,3,2,2,2,2,1,4,3,2,4,2,13,12.0,neutral or dissatisfied
1971009,100360,Female,Loyal Customer,44,Business travel,Business,257,2,2,2,2,2,1,2,2,1,5,4,4,4,2,0,6.0,satisfied
14337421,8510,Female,Loyal Customer,23,Business travel,Business,2294,5,5,5,5,3,5,3,5,5,3,5,3,5,3,2,0.0,satisfied
5579358,79102,Male,Loyal Customer,68,Business travel,Business,1386,4,5,5,3,4,4,4,4,3,1,2,3,3,4,0,0.0,satisfied
15051224,19917,Female,Loyal Customer,47,Business travel,Business,1352,3,1,4,1,1,3,1,1,2,3,4,3,3,1,0,0.0,neutral or dissatisfied
15020900,76023,Female,Loyal Customer,58,Business travel,Eco,1718,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,0.0,satisfied
16561430,96904,Male,Loyal Customer,58,Business travel,Business,1123,1,1,1,1,3,5,3,3,3,2,3,1,2,3,0,0.0,neutral or dissatisfied
6717217,16481,Male,Loyal Customer,53,Business travel,Business,2935,3,3,1,3,3,1,3,3,3,1,4,2,5,3,0,0.0,neutral or dissatisfied
16738818,90152,Male,Loyal Customer,33,Business travel,Business,3818,2,2,2,2,4,2,5,4,4,4,3,4,4,4,15,33.0,neutral or dissatisfied
2223909,99466,Female,Loyal Customer,32,Business travel,Business,181,5,3,5,3,3,5,3,3,4,1,2,2,4,3,18,12.0,satisfied
14637240,25385,Female,Loyal Customer,56,Business travel,Eco,1076,5,2,0,2,4,5,4,4,4,5,5,2,4,4,2,0.0,satisfied
15386630,26470,Female,disloyal Customer,15,Business travel,Business,536,2,2,2,2,3,2,3,3,5,2,5,2,5,3,0,0.0,neutral or dissatisfied
8292816,22078,Male,Loyal Customer,35,Personal Travel,Eco,502,2,4,2,4,1,2,1,1,3,5,4,5,1,1,3,27.0,neutral or dissatisfied
6017517,33495,Male,Loyal Customer,52,Personal Travel,Eco,865,3,1,3,2,2,5,5,3,3,4,3,3,4,4,2,0.0,neutral or dissatisfied
5612004,56040,Female,disloyal Customer,52,Business travel,Eco,819,5,0,5,2,1,4,1,1,4,1,4,1,4,1,0,0.0,satisfied
9806471,123758,Male,Loyal Customer,55,Personal Travel,Eco,441,2,5,0,3,2,5,4,2,1,5,5,5,5,4,2,0.0,neutral or dissatisfied
1183831,97550,Male,Loyal Customer,42,Business travel,Business,414,2,3,5,5,2,2,2,2,3,3,2,3,2,2,0,9.0,neutral or dissatisfied
9308694,70261,Male,Loyal Customer,26,Personal Travel,Business,2015,3,5,3,5,3,4,3,3,3,3,3,4,2,3,13,0.0,neutral or dissatisfied
2053206,99671,Male,Loyal Customer,61,Business travel,Business,3575,0,3,0,1,4,5,4,4,4,5,2,3,5,4,0,0.0,satisfied
1677386,104822,Male,Loyal Customer,37,Business travel,Business,216,4,3,4,3,4,5,4,4,4,4,4,5,4,3,0,3.0,satisfied
9034014,109867,Female,Loyal Customer,46,Business travel,Eco,182,1,1,2,2,4,5,4,4,4,5,4,1,3,4,0,0.0,satisfied
9594655,96294,Female,Loyal Customer,55,Business travel,Business,192,4,1,4,3,2,4,4,3,3,3,3,4,3,3,35,18.0,satisfied
350145,37138,Female,disloyal Customer,15,Business travel,Business,923,4,4,4,4,2,4,3,4,4,4,4,5,4,4,0,9.0,satisfied
3668683,28375,Male,Loyal Customer,23,Personal Travel,Eco,453,1,4,0,1,1,1,1,1,1,4,4,2,4,1,0,0.0,satisfied
16198594,27221,Male,Loyal Customer,24,Personal Travel,Eco Plus,888,4,4,1,1,5,0,1,1,3,4,4,5,5,4,0,0.0,neutral or dissatisfied
3003367,26588,Female,disloyal Customer,11,Business travel,Business,83,0,0,0,3,4,4,5,5,5,5,5,4,5,4,0,2.0,satisfied
7472954,48657,Female,Loyal Customer,51,Business travel,Eco,269,1,3,2,3,3,2,4,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
6197476,34277,Female,Loyal Customer,50,Personal Travel,Business,584,4,4,3,3,5,5,5,5,4,5,5,5,5,5,24,10.0,neutral or dissatisfied
1418771,87288,Female,disloyal Customer,15,Personal Travel,Eco,325,3,4,2,3,1,4,1,4,1,5,3,3,4,4,0,0.0,neutral or dissatisfied
11891749,93432,Female,Loyal Customer,62,Personal Travel,Eco Plus,501,0,0,0,1,5,4,4,2,1,0,2,4,1,2,14,8.0,satisfied
6852649,98228,Female,disloyal Customer,23,Business travel,Business,1088,1,1,1,2,2,1,2,2,4,2,4,4,3,2,0,0.0,neutral or dissatisfied
13489063,68058,Female,Loyal Customer,18,Business travel,Business,1237,4,1,1,1,4,5,3,3,1,1,3,1,4,3,0,0.0,satisfied
3060086,17483,Female,Loyal Customer,50,Business travel,Eco,1003,3,4,3,3,1,3,1,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
1233736,5869,Male,Loyal Customer,40,Business travel,Business,1298,1,5,1,5,4,1,3,3,2,1,2,2,4,3,22,42.0,neutral or dissatisfied
5664236,104006,Male,Loyal Customer,35,Business travel,Eco Plus,2445,5,4,5,5,1,4,1,4,4,3,2,1,4,4,26,0.0,satisfied
1819920,82057,Female,disloyal Customer,17,Business travel,Business,1160,2,2,2,2,2,5,5,4,4,4,5,5,5,4,0,0.0,neutral or dissatisfied
2847390,27721,Male,Loyal Customer,43,Business travel,Business,2095,5,5,5,5,3,5,4,2,2,2,4,4,2,4,59,22.0,satisfied
6909516,67279,Female,disloyal Customer,28,Business travel,Business,1533,4,4,4,4,1,3,1,1,3,5,5,3,4,4,11,0.0,neutral or dissatisfied
5815698,84216,Male,disloyal Customer,26,Business travel,Eco,507,4,4,3,4,2,4,1,4,4,3,4,3,4,3,0,0.0,neutral or dissatisfied
5599162,14969,Male,Loyal Customer,59,Personal Travel,Eco,494,3,3,3,1,5,4,5,5,4,4,4,5,4,5,0,5.0,neutral or dissatisfied
7322907,101149,Female,Loyal Customer,19,Personal Travel,Eco Plus,189,4,3,5,3,5,5,5,2,2,2,2,3,2,5,0,8.0,satisfied
770560,104949,Female,Loyal Customer,45,Personal Travel,Eco,1715,3,1,3,3,4,3,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
11958587,13433,Male,Loyal Customer,56,Personal Travel,Eco,237,5,5,3,5,5,4,5,5,3,5,3,1,3,5,0,0.0,neutral or dissatisfied
13504247,77534,Male,Loyal Customer,63,Personal Travel,Eco,469,2,1,2,3,3,2,5,3,3,3,3,4,3,5,3,4.0,neutral or dissatisfied
3496883,40077,Male,Loyal Customer,55,Business travel,Business,2999,4,5,5,5,5,4,2,5,5,5,5,4,5,2,10,0.0,satisfied
5560322,95169,Female,Loyal Customer,54,Personal Travel,Eco,454,2,5,2,2,2,2,5,2,4,4,4,5,4,2,16,3.0,neutral or dissatisfied
12533839,26119,Male,Loyal Customer,39,Business travel,Eco Plus,97,4,5,4,3,4,5,5,4,3,4,4,5,4,4,0,3.0,satisfied
10442748,30229,Male,Loyal Customer,35,Business travel,Business,147,4,4,4,3,5,4,5,5,3,4,3,5,4,5,10,12.0,satisfied
16157506,97500,Female,Loyal Customer,43,Business travel,Business,343,4,4,4,3,2,4,2,2,4,5,5,3,5,2,38,34.0,satisfied
139061,4474,Female,Loyal Customer,44,Personal Travel,Eco Plus,2174,2,2,2,1,4,4,4,4,4,1,4,4,1,3,0,0.0,neutral or dissatisfied
9558065,77526,Male,Loyal Customer,40,Business travel,Business,1455,0,0,0,2,3,0,5,3,4,5,3,3,3,3,0,0.0,satisfied
3590008,15566,Male,Loyal Customer,25,Business travel,Business,628,2,4,4,4,2,2,2,2,3,1,4,2,4,2,63,28.0,neutral or dissatisfied
7872523,53688,Female,Loyal Customer,47,Personal Travel,Eco,206,2,2,2,2,5,2,4,2,2,2,2,5,2,5,0,0.0,neutral or dissatisfied
13464665,74620,Female,Loyal Customer,63,Business travel,Business,3101,0,5,5,2,5,5,4,3,3,4,3,4,3,5,5,0.0,satisfied
12634001,32086,Male,disloyal Customer,29,Business travel,Business,826,1,3,3,4,4,4,4,4,1,5,4,2,4,4,0,16.0,neutral or dissatisfied
1757909,73166,Male,disloyal Customer,24,Business travel,Business,1223,3,2,2,3,3,3,4,3,3,3,5,3,3,3,0,0.0,neutral or dissatisfied
122430,20553,Female,Loyal Customer,17,Personal Travel,Eco,208,4,1,5,1,4,4,3,2,2,3,3,1,2,4,13,22.0,satisfied
15490681,57872,Female,Loyal Customer,44,Personal Travel,Business,1161,1,5,1,1,1,1,1,4,4,5,4,5,4,1,14,0.0,neutral or dissatisfied
3492179,54522,Female,disloyal Customer,58,Business travel,Eco,672,2,2,2,3,3,2,1,1,1,5,2,3,2,1,0,0.0,neutral or dissatisfied
15389156,96985,Female,Loyal Customer,51,Business travel,Business,2797,5,5,5,5,3,4,5,2,4,5,5,3,5,3,13,20.0,satisfied
13337255,62925,Male,Loyal Customer,40,Business travel,Business,1168,4,1,5,1,3,4,3,4,4,4,4,3,4,3,0,2.0,neutral or dissatisfied
11507872,68925,Female,Loyal Customer,59,Business travel,Business,1226,5,5,5,5,2,4,2,2,5,5,5,4,5,2,5,0.0,satisfied
8505023,66056,Male,Loyal Customer,29,Business travel,Business,1422,1,5,1,2,3,1,5,4,5,4,4,5,5,4,1,0.0,satisfied
5897251,90638,Female,Loyal Customer,52,Personal Travel,Eco,443,4,4,4,4,1,5,5,5,4,2,5,5,5,5,7,8.0,neutral or dissatisfied
7682446,96764,Female,Loyal Customer,26,Business travel,Eco Plus,874,3,1,2,3,2,2,3,3,3,3,3,2,3,2,14,15.0,neutral or dissatisfied
4054082,80561,Male,Loyal Customer,15,Personal Travel,Eco,217,2,5,1,1,1,4,4,2,2,1,2,3,2,4,0,4.0,neutral or dissatisfied
1949705,84776,Male,disloyal Customer,16,Business travel,Business,398,1,1,1,4,5,1,5,5,1,5,3,1,4,3,0,0.0,neutral or dissatisfied
1486563,94806,Female,Loyal Customer,33,Business travel,Business,2802,1,5,1,1,1,2,1,4,4,4,4,3,4,4,44,25.0,neutral or dissatisfied
13218399,96047,Male,Loyal Customer,62,Personal Travel,Eco,471,1,5,1,3,1,0,1,1,1,5,1,2,1,1,12,3.0,neutral or dissatisfied
5455547,122622,Male,Loyal Customer,49,Personal Travel,Eco,2284,4,4,4,4,2,4,5,4,3,4,4,5,4,5,5,0.0,neutral or dissatisfied
15658705,50929,Male,Loyal Customer,18,Personal Travel,Eco,979,3,4,4,3,4,4,1,3,3,3,3,5,4,4,4,4.0,neutral or dissatisfied
2805449,52707,Female,Loyal Customer,48,Business travel,Eco Plus,231,4,4,4,1,2,4,3,2,4,4,2,2,5,2,0,0.0,satisfied
14489463,84851,Male,Loyal Customer,67,Personal Travel,Eco,406,1,5,1,3,4,5,5,2,2,5,2,5,2,4,15,8.0,neutral or dissatisfied
10795701,10289,Female,Loyal Customer,52,Business travel,Eco Plus,383,2,0,2,1,3,2,3,3,5,5,5,3,2,3,8,0.0,neutral or dissatisfied
847483,121149,Male,disloyal Customer,20,Personal Travel,Eco,1096,3,2,3,3,1,1,1,1,3,2,4,5,4,1,8,2.0,neutral or dissatisfied
9356629,52482,Male,Loyal Customer,61,Business travel,Business,2545,4,2,2,3,4,4,4,4,3,5,4,5,5,4,0,14.0,satisfied
12890417,84264,Male,disloyal Customer,16,Business travel,Eco Plus,559,3,4,4,3,3,4,5,5,5,3,5,3,5,4,0,0.0,satisfied
8775690,41162,Male,disloyal Customer,37,Business travel,Eco,180,4,3,1,1,2,2,5,5,5,5,5,5,5,5,0,0.0,satisfied
2008702,124683,Male,disloyal Customer,29,Business travel,Business,2499,4,4,4,2,5,5,5,5,3,5,5,5,5,5,9,0.0,satisfied
15119551,3702,Female,disloyal Customer,47,Business travel,Eco Plus,442,3,0,0,3,3,3,3,3,2,3,4,3,2,3,0,0.0,neutral or dissatisfied
7466951,93914,Male,Loyal Customer,19,Business travel,Eco Plus,278,4,1,5,5,4,4,4,3,3,1,3,2,3,4,16,16.0,neutral or dissatisfied
9112162,9465,Female,disloyal Customer,19,Business travel,Eco Plus,1104,1,1,1,1,5,4,4,3,3,3,3,5,3,3,0,4.0,neutral or dissatisfied
6634100,9005,Female,Loyal Customer,27,Personal Travel,Eco,632,2,2,2,2,4,2,2,4,3,5,5,5,5,4,0,0.0,neutral or dissatisfied
15154450,30220,Male,Loyal Customer,25,Personal Travel,Eco,771,1,1,1,1,1,1,1,2,3,5,5,3,5,1,0,0.0,satisfied
15009430,34998,Male,Loyal Customer,24,Business travel,Eco Plus,297,3,3,3,5,5,3,3,3,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
11346295,10467,Male,Loyal Customer,48,Business travel,Business,931,2,1,5,3,2,2,2,3,2,1,3,2,3,2,17,0.0,neutral or dissatisfied
6077377,121361,Male,Loyal Customer,59,Personal Travel,Eco,1102,1,1,1,3,1,1,1,1,1,2,3,1,1,1,65,15.0,neutral or dissatisfied
7609479,120643,Female,Loyal Customer,61,Personal Travel,Eco Plus,394,1,1,1,1,4,4,4,5,4,0,5,4,5,4,0,1.0,neutral or dissatisfied
12078653,1561,Male,Loyal Customer,45,Business travel,Business,2237,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied
3556919,121139,Male,Loyal Customer,20,Personal Travel,Eco,289,1,4,4,4,1,1,1,1,2,5,5,3,5,1,3,0.0,neutral or dissatisfied
15930192,13534,Male,Loyal Customer,60,Business travel,Eco Plus,385,4,4,3,3,4,2,5,4,4,5,4,2,4,4,0,0.0,satisfied
15139941,76250,Female,Loyal Customer,11,Personal Travel,Eco,346,4,4,4,4,1,2,2,1,1,3,5,4,5,1,0,0.0,neutral or dissatisfied
16511683,5417,Female,disloyal Customer,17,Business travel,Eco Plus,1107,3,2,2,2,3,3,2,3,4,5,4,4,4,4,39,14.0,neutral or dissatisfied
14688280,5812,Male,Loyal Customer,44,Business travel,Eco Plus,3862,4,5,4,2,4,4,4,4,4,5,5,3,4,4,0,11.0,satisfied
16645379,20375,Female,Loyal Customer,13,Business travel,Eco Plus,621,0,0,0,3,3,0,3,3,3,1,4,4,3,3,0,39.0,satisfied
7442685,17271,Female,disloyal Customer,34,Business travel,Business,1042,1,1,1,4,3,5,1,3,4,4,5,5,4,5,70,81.0,neutral or dissatisfied
13168779,33638,Female,Loyal Customer,33,Business travel,Business,3506,2,3,3,3,2,4,5,5,5,5,5,4,5,4,0,4.0,satisfied
9241300,85000,Female,Loyal Customer,47,Personal Travel,Eco,424,1,1,1,1,3,4,1,2,4,2,2,3,2,3,0,0.0,neutral or dissatisfied
4736995,15510,Male,disloyal Customer,32,Business travel,Eco,544,2,0,3,1,1,2,1,1,4,2,5,5,1,1,12,0.0,neutral or dissatisfied
4847316,89572,Female,disloyal Customer,10,Personal Travel,Eco,361,3,4,3,3,1,4,1,1,3,5,4,4,4,1,33,41.0,neutral or dissatisfied
7557539,120825,Female,Loyal Customer,68,Personal Travel,Eco,918,2,1,1,1,2,4,2,2,2,2,2,5,2,2,36,32.0,neutral or dissatisfied
12654479,61995,Female,Loyal Customer,46,Business travel,Business,2056,0,0,0,4,4,5,4,3,3,5,4,3,4,3,0,0.0,satisfied
1853740,84788,Female,Loyal Customer,15,Personal Travel,Eco,202,1,1,1,3,5,1,5,4,3,1,3,3,4,4,0,0.0,neutral or dissatisfied
10516970,53099,Female,disloyal Customer,38,Business travel,Eco Plus,275,4,0,4,4,5,2,5,1,1,5,5,4,4,5,0,0.0,neutral or dissatisfied
16374641,50213,Female,Loyal Customer,52,Personal Travel,Eco Plus,1383,2,3,0,1,4,4,3,2,2,1,2,3,2,3,0,0.0,neutral or dissatisfied
15392069,95972,Male,Loyal Customer,17,Business travel,Business,411,4,0,5,5,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
11431453,29343,Female,disloyal Customer,19,Business travel,Eco,445,4,4,4,4,5,3,5,5,3,3,2,4,4,5,3,0.0,neutral or dissatisfied
5806138,10723,Female,Loyal Customer,18,Personal Travel,Eco,304,4,4,4,3,4,3,5,5,1,5,5,3,4,5,47,19.0,neutral or dissatisfied
5900109,27460,Female,Loyal Customer,32,Business travel,Eco,1225,2,3,2,3,2,2,1,3,1,2,4,4,4,3,67,25.0,neutral or dissatisfied
13474908,88729,Female,Loyal Customer,55,Business travel,Eco,318,2,4,2,4,4,2,4,2,3,3,3,3,2,4,0,0.0,neutral or dissatisfied
5395584,8695,Male,disloyal Customer,48,Business travel,Eco,1019,1,2,1,2,5,1,4,1,1,5,5,3,1,5,0,31.0,satisfied
1083803,29043,Male,Loyal Customer,14,Personal Travel,Eco,31,0,5,0,4,3,0,3,3,4,1,1,2,4,3,0,0.0,satisfied
15112018,16851,Male,Loyal Customer,22,Business travel,Eco,610,4,4,4,3,5,5,5,5,2,5,5,3,5,3,35,30.0,satisfied
4046549,95182,Female,Loyal Customer,57,Business travel,Business,396,1,1,1,3,2,4,5,5,3,5,3,5,3,5,3,24.0,satisfied
6039996,11229,Male,Loyal Customer,54,Business travel,Business,3444,2,5,5,4,1,5,1,1,4,2,4,3,4,1,14,0.0,satisfied
11572338,94344,Female,Loyal Customer,52,Business travel,Business,1820,3,2,2,3,2,2,5,4,3,5,4,2,4,5,0,10.0,satisfied
9082398,11699,Female,Loyal Customer,20,Personal Travel,Eco,364,3,4,3,4,4,3,2,5,1,5,3,3,4,3,0,25.0,neutral or dissatisfied
14517137,106259,Male,disloyal Customer,16,Business travel,Eco,297,3,4,3,3,5,5,4,4,4,3,3,3,4,4,0,19.0,neutral or dissatisfied
7292808,4132,Female,Loyal Customer,28,Personal Travel,Business,728,2,5,2,5,3,2,3,3,3,5,5,5,4,3,0,0.0,neutral or dissatisfied
3937178,85880,Female,Loyal Customer,64,Business travel,Business,234,0,5,0,1,5,4,4,4,1,0,1,3,1,4,0,0.0,satisfied
9484172,18343,Male,disloyal Customer,9,Business travel,Eco,116,1,0,1,3,5,1,5,5,4,4,4,3,4,5,0,0.0,neutral or dissatisfied
9790579,80962,Female,Loyal Customer,58,Business travel,Eco,622,1,1,1,2,2,5,5,5,1,5,5,5,4,4,61,46.0,satisfied
4439551,13189,Male,Loyal Customer,52,Personal Travel,Eco,818,1,5,3,5,5,4,5,5,4,3,4,5,4,5,0,0.0,neutral or dissatisfied
3961357,19069,Female,Loyal Customer,47,Personal Travel,Eco,1098,3,4,1,4,1,4,1,1,1,1,3,2,4,1,0,80.0,neutral or dissatisfied
15167849,121967,Female,Loyal Customer,49,Business travel,Business,2639,4,4,1,1,4,5,5,4,4,4,4,5,5,4,0,0.0,satisfied
3796439,41608,Female,Loyal Customer,61,Business travel,Eco,334,5,5,5,5,5,5,5,5,3,5,4,4,4,5,0,0.0,satisfied
3139194,87265,Female,Loyal Customer,16,Business travel,Business,2498,0,1,0,3,0,4,5,4,4,4,4,3,3,4,0,0.0,satisfied
13769871,13582,Female,Loyal Customer,46,Business travel,Business,573,5,5,5,5,4,5,5,4,4,4,4,4,4,4,72,156.0,satisfied
15547031,18726,Female,Loyal Customer,36,Business travel,Eco Plus,814,3,1,3,2,3,4,4,4,4,4,3,5,3,3,0,0.0,neutral or dissatisfied
9590087,3892,Male,Loyal Customer,38,Personal Travel,Business,821,1,4,3,3,3,4,3,5,5,5,5,5,5,3,0,0.0,neutral or dissatisfied
9985199,95627,Female,Loyal Customer,13,Personal Travel,Business,1380,4,4,4,4,2,4,5,5,5,5,4,4,5,5,5,2.0,neutral or dissatisfied
11358475,10854,Female,disloyal Customer,29,Business travel,Eco Plus,670,1,4,1,1,1,2,1,1,1,3,3,2,4,1,72,57.0,neutral or dissatisfied
8774010,125163,Female,Loyal Customer,21,Personal Travel,Eco,244,1,1,1,4,4,1,5,4,1,4,4,5,4,4,25,26.0,satisfied
12313611,46856,Female,Loyal Customer,13,Personal Travel,Eco Plus,1493,4,4,4,2,5,4,4,5,3,2,5,2,5,5,4,0.0,neutral or dissatisfied
5432128,3372,Female,Loyal Customer,59,Personal Travel,Eco,305,4,5,4,3,3,3,3,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
14725083,5303,Male,Loyal Customer,55,Personal Travel,Eco,281,2,5,0,3,1,2,1,1,1,5,4,3,2,1,0,29.0,neutral or dissatisfied
11884773,11681,Male,Loyal Customer,41,Personal Travel,Eco,608,3,4,3,3,5,3,5,5,3,3,3,4,3,5,0,0.0,neutral or dissatisfied
12864625,41880,Female,disloyal Customer,11,Business travel,Eco,157,1,1,1,3,2,1,1,2,2,5,4,1,3,2,35,67.0,neutral or dissatisfied
3063688,63816,Male,Loyal Customer,60,Business travel,Business,3196,4,3,3,4,4,4,4,4,4,3,5,3,3,4,0,0.0,satisfied
3761935,122718,Female,disloyal Customer,55,Business travel,Business,2570,2,2,2,3,1,2,1,1,1,1,2,4,2,1,0,0.0,neutral or dissatisfied
10684564,116914,Male,Loyal Customer,44,Business travel,Business,245,1,4,1,1,4,4,1,4,4,4,5,3,5,4,0,2.0,satisfied
502248,127848,Female,Loyal Customer,54,Personal Travel,Business,2454,1,2,3,2,2,2,2,2,4,4,4,2,4,2,0,10.0,neutral or dissatisfied
15518002,8581,Female,Loyal Customer,56,Personal Travel,Eco,355,2,2,2,2,4,2,4,2,3,2,2,3,3,3,41,44.0,neutral or dissatisfied
7109846,40483,Male,Loyal Customer,23,Business travel,Eco,515,2,4,4,3,2,2,2,2,1,5,2,2,1,2,0,0.0,neutral or dissatisfied
6244259,23804,Male,disloyal Customer,32,Business travel,Eco,1616,1,2,4,4,1,1,2,1,1,1,1,4,1,2,0,0.0,neutral or dissatisfied
9952619,119993,Female,Loyal Customer,58,Business travel,Business,350,4,3,4,3,5,4,5,2,4,2,5,3,5,3,3,0.0,satisfied
3519773,91179,Female,Loyal Customer,49,Personal Travel,Business,1968,3,1,1,3,3,3,4,5,5,5,5,3,5,3,3,0.0,neutral or dissatisfied
11441737,92913,Female,Loyal Customer,35,Business travel,Eco Plus,358,1,1,1,3,4,2,3,3,1,1,3,2,1,3,147,141.0,neutral or dissatisfied
12523983,-1583,Female,Loyal Customer,33,Business travel,Business,409,1,1,1,5,2,1,5,4,4,4,4,5,4,3,0,5.0,satisfied
6622938,39932,Female,disloyal Customer,27,Business travel,Eco Plus,1993,0,0,0,4,1,0,2,5,5,2,5,5,5,5,0,0.0,satisfied
8100297,121664,Female,Loyal Customer,26,Personal Travel,Eco,941,2,4,2,4,2,2,2,2,1,3,2,3,3,2,33,29.0,neutral or dissatisfied
642878,82025,Male,Loyal Customer,37,Business travel,Business,3455,2,3,5,5,4,2,3,0,0,1,2,2,0,3,17,0.0,neutral or dissatisfied
10204805,37024,Male,Loyal Customer,46,Personal Travel,Eco,837,4,4,2,3,1,2,1,1,1,5,4,2,4,1,0,0.0,neutral or dissatisfied
307331,90442,Female,Loyal Customer,55,Business travel,Business,2294,3,3,3,3,3,3,3,3,3,3,2,3,3,3,0,0.0,neutral or dissatisfied
6446790,91698,Male,Loyal Customer,47,Business travel,Business,3757,4,5,4,5,5,4,5,4,4,3,4,4,4,4,14,4.0,satisfied
13438824,94200,Female,Loyal Customer,43,Personal Travel,Eco,207,4,4,4,4,5,4,5,2,1,5,4,5,4,5,10,6.0,neutral or dissatisfied
2586694,60915,Female,Loyal Customer,26,Personal Travel,Eco,428,2,4,2,4,4,2,3,0,1,4,2,2,4,0,6,0.0,neutral or dissatisfied
4822161,126616,Male,Loyal Customer,27,Business travel,Business,258,4,5,4,3,2,4,2,2,0,1,2,3,2,3,0,0.0,satisfied
7625021,12697,Female,Loyal Customer,63,Personal Travel,Eco Plus,366,3,5,3,2,3,3,4,3,3,3,3,4,4,3,0,6.0,neutral or dissatisfied
5694413,27622,Male,Loyal Customer,27,Personal Travel,Eco,446,1,2,4,2,1,1,1,1,1,4,4,4,4,1,15,2.0,neutral or dissatisfied
11089931,96427,Male,disloyal Customer,11,Business travel,Eco,232,2,2,2,3,2,2,2,2,1,1,2,3,2,2,166,99.0,neutral or dissatisfied
15885375,101215,Female,Loyal Customer,28,Business travel,Eco Plus,2691,2,2,2,3,4,2,2,2,2,3,2,1,2,3,16,10.0,neutral or dissatisfied
117089,63193,Female,disloyal Customer,14,Business travel,Business,506,3,3,3,3,3,5,5,5,1,5,5,4,5,4,0,0.0,satisfied
2510403,50755,Male,disloyal Customer,30,Business travel,Eco Plus,222,1,0,3,3,5,1,5,5,5,5,5,5,4,5,77,27.0,neutral or dissatisfied
1818973,11800,Male,Loyal Customer,20,Personal Travel,Eco,1007,3,3,3,3,4,3,3,4,4,4,4,5,4,4,4,0.0,neutral or dissatisfied
2243639,84340,Male,Loyal Customer,60,Personal Travel,Eco,733,4,4,0,2,5,5,5,2,2,4,2,5,2,5,4,0.0,neutral or dissatisfied
11196593,35897,Female,Loyal Customer,25,Business travel,Business,1609,0,0,0,3,3,0,3,5,5,5,5,3,5,3,13,0.0,satisfied
4019898,95159,Female,Loyal Customer,40,Business travel,Business,3730,4,3,4,2,2,4,5,5,4,5,5,4,5,3,27,25.0,satisfied
12638704,94029,Male,Loyal Customer,31,Business travel,Business,3695,4,4,4,4,1,4,1,4,4,4,4,1,4,1,35,16.0,satisfied
3006519,96304,Male,Loyal Customer,60,Business travel,Business,2594,3,3,3,1,3,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
12660021,121080,Female,Loyal Customer,51,Business travel,Eco Plus,199,1,1,1,1,2,2,2,2,3,5,2,2,2,2,14,0.0,neutral or dissatisfied
12705530,125633,Female,Loyal Customer,61,Personal Travel,Eco,2062,4,5,5,5,3,4,2,1,3,4,5,5,4,1,16,3.0,satisfied
15740148,6294,Male,Loyal Customer,58,Business travel,Business,672,2,5,5,5,3,5,3,2,3,5,3,3,2,3,101,95.0,neutral or dissatisfied
2357232,58754,Male,Loyal Customer,26,Business travel,Business,2124,3,3,3,4,5,3,3,4,3,5,2,2,4,4,0,0.0,neutral or dissatisfied
12756503,19270,Male,disloyal Customer,53,Business travel,Eco Plus,199,2,3,3,3,5,2,5,3,4,4,4,4,3,3,0,0.0,neutral or dissatisfied
11814857,47972,Female,Loyal Customer,60,Business travel,Business,1249,5,2,4,2,2,4,4,2,2,2,2,3,2,2,0,8.0,satisfied
16312265,104432,Female,disloyal Customer,21,Business travel,Eco Plus,812,2,3,3,3,3,2,2,2,2,3,3,1,2,4,85,4.0,neutral or dissatisfied
13473747,6000,Female,disloyal Customer,25,Business travel,Eco,140,2,4,4,4,4,4,4,2,2,1,2,1,2,4,0,15.0,neutral or dissatisfied
11214696,48769,Male,Loyal Customer,57,Business travel,Business,2341,4,1,3,3,3,4,3,3,4,4,4,3,4,3,34,35.0,satisfied
5134399,87198,Male,Loyal Customer,16,Personal Travel,Business,2617,3,3,3,3,5,3,5,4,4,4,4,3,4,3,5,5.0,satisfied
1862293,55594,Male,Loyal Customer,36,Business travel,Business,2495,2,2,2,1,2,2,2,2,4,4,1,4,1,2,4,0.0,satisfied
16773152,62209,Female,Loyal Customer,41,Business travel,Business,2935,1,5,5,1,3,5,5,5,4,5,3,5,5,3,64,162.0,satisfied
2372318,62403,Female,Loyal Customer,57,Business travel,Business,3129,2,1,5,5,3,5,5,3,3,5,3,5,3,3,73,30.0,satisfied
